CouncilDistrict,OffenseCategory,ReportMonthYear,CrimeCount
3,Weapon Law Violations,May 2025,11
NA,Kidnapping/Abduction,May 2025,2
NA,Burglary,May 2025,1
NA,Vandalism,May 2025,10
2,Drug/Narcotic Offenses,May 2025,9
2,Pornography/Obscene Material,May 2025,2
4,Larceny Offenses,May 2025,634
2,Fraud Offenses,May 2025,75
1,Pornography/Obscene Material,September 2025,2
1,Pornography/Obscene Material,May 2025,4
2,Robbery,May 2025,18
NA,Sex Offenses,May 2025,2
4,Vandalism,May 2025,198
4,Pornography/Obscene Material,May 2025,1
2,Kidnapping/Abduction,May 2025,1
1,Weapon Law Violations,May 2025,24
2,Motor Vehicle Theft,May 2025,151
4,Fraud Offenses,May 2025,82
1,Assault Offenses,June 2025,183
1,Robbery,June 2025,16
3,Assault Offenses,June 2025,136
3,Kidnapping/Abduction,June 2025,2
2,Assault Offenses,June 2025,189
2,Kidnapping/Abduction,June 2025,2
4,Assault Offenses,June 2025,215
1,Vandalism,June 2025,109
4,Sex Offenses,June 2025,18
3,Motor Vehicle Theft,June 2025,69
3,Vandalism,June 2025,136
1,Weapon Law Violations,June 2025,19
NA,Sex Offenses,June 2025,2
NA,Pornography/Obscene Material,June 2025,2
3,Burglary,June 2025,79
2,Vandalism,June 2025,121
1,Sex Offenses,June 2025,10
2,Sex Offenses,June 2025,10
1,Arson,June 2025,16
4,Burglary,May 2025,107
3,Larceny Offenses,May 2025,454
4,Fraud Offenses,June 2025,58
2,Larceny Offenses,June 2025,624
3,Motor Vehicle Theft,May 2025,71
4,Larceny Offenses,June 2025,601
3,Larceny Offenses,June 2025,480
3,Fraud Offenses,June 2025,45
2,Weapon Law Violations,June 2025,13
NA,Assault Offenses,June 2025,9
3,Sex Offenses,June 2025,4
1,Kidnapping/Abduction,June 2025,3
4,Prostitution Offenses,June 2025,3
4,Kidnapping/Abduction,June 2025,4
3,Weapon Law Violations,June 2025,10
3,Robbery,June 2025,10
1,Human Trafficking Offenses,June 2025,1
3,Pornography/Obscene Material,May 2025,1
4,Vandalism,June 2025,193
1,Fraud Offenses,June 2025,61
1,Larceny Offenses,June 2025,301
4,Weapon Law Violations,June 2025,25
2,Pornography/Obscene Material,June 2025,3
2,Animal Cruelty Offenses,June 2025,1
4,Robbery,June 2025,19
2,Burglary,June 2025,102
4,Assault Offenses,July 2025,220
2,Robbery,June 2025,21
1,Assault Offenses,July 2025,197
2,Assault Offenses,July 2025,183
4,Vandalism,July 2025,177
3,Human Trafficking Offenses,July 2025,1
3,Prostitution Offenses,July 2025,14
3,Larceny Offenses,July 2025,501
3,Vandalism,July 2025,154
3,Assault Offenses,July 2025,146
4,Sex Offenses,July 2025,17
2,Vandalism,July 2025,134
1,Robbery,July 2025,26
2,Larceny Offenses,July 2025,646
1,Larceny Offenses,July 2025,341
1,Sex Offenses,July 2025,14
1,Vandalism,July 2025,110
3,Fraud Offenses,July 2025,59
1,Weapon Law Violations,July 2025,29
NA,Sex Offenses,July 2025,7
NA,Assault Offenses,July 2025,6
3,Kidnapping/Abduction,July 2025,2
3,Sex Offenses,July 2025,10
3,Pornography/Obscene Material,June 2025,2
2,Sex Offenses,July 2025,8
1,Burglary,July 2025,62
1,Human Trafficking Offenses,July 2025,1
1,Arson,July 2025,12
4,Larceny Offenses,July 2025,683
3,Pornography/Obscene Material,July 2025,2
2,Drug/Narcotic Offenses,July 2025,13
2,Weapon Law Violations,July 2025,14
1,Motor Vehicle Theft,July 2025,81
3,Weapon Law Violations,July 2025,17
1,Kidnapping/Abduction,July 2025,4
2,Robbery,July 2025,21
4,Assault Offenses,August 2025,220
2,Assault Offenses,August 2025,196
3,Assault Offenses,August 2025,157
1,Assault Offenses,August 2025,233
1,Vandalism,August 2025,115
1,Sex Offenses,August 2025,8
4,Sex Offenses,August 2025,20
3,Sex Offenses,August 2025,13
1,Burglary,August 2025,51
4,Robbery,July 2025,28
1,Weapon Law Violations,August 2025,24
2,Sex Offenses,August 2025,16
1,Animal Cruelty Offenses,July 2025,2
3,Pornography/Obscene Material,August 2025,3
2,Vandalism,August 2025,110
2,Kidnapping/Abduction,August 2025,1
4,Larceny Offenses,August 2025,707
2,Burglary,August 2025,76
3,Vandalism,August 2025,149
1,Robbery,August 2025,22
3,Burglary,August 2025,65
NA,Assault Offenses,August 2025,3
2,Fraud Offenses,August 2025,66
1,Kidnapping/Abduction,August 2025,3
1,Fraud Offenses,July 2025,60
2,Weapon Law Violations,August 2025,18
4,Fraud Offenses,August 2025,66
2,Robbery,August 2025,21
3,Larceny Offenses,August 2025,510
2,Larceny Offenses,August 2025,690
4,Vandalism,August 2025,188
1,Larceny Offenses,August 2025,395
4,Burglary,August 2025,84
1,Fraud Offenses,August 2025,56
4,Arson,August 2025,11
3,Extortion/Blackmail,August 2025,1
3,Fraud Offenses,August 2025,38
2,Assault Offenses,September 2025,202
NA,Assault Offenses,September 2025,6
4,Pornography/Obscene Material,August 2025,2
2,Weapon Law Violations,September 2025,19
NA,Sex Offenses,August 2025,1
1,Sex Offenses,September 2025,12
1,Assault Offenses,September 2025,201
3,Assault Offenses,September 2025,146
4,Assault Offenses,September 2025,219
3,Sex Offenses,September 2025,5
1,Larceny Offenses,September 2025,387
1,Vandalism,September 2025,133
2,Vandalism,September 2025,134
3,Robbery,September 2025,20
2,Sex Offenses,September 2025,11
3,Vandalism,September 2025,137
3,Burglary,July 2025,89
4,Larceny Offenses,September 2025,581
4,Motor Vehicle Theft,September 2025,93
4,Extortion/Blackmail,September 2025,4
4,Weapon Law Violations,September 2025,27
3,Human Trafficking Offenses,September 2025,2
2,Extortion/Blackmail,September 2025,1
2,Robbery,September 2025,19
4,Sex Offenses,September 2025,10
4,Vandalism,September 2025,190
3,Larceny Offenses,September 2025,561
1,Kidnapping/Abduction,September 2025,4
4,Burglary,September 2025,94
2,Larceny Offenses,September 2025,671
3,Prostitution Offenses,September 2025,44
1,Burglary,September 2025,70
1,Arson,September 2025,9
3,Weapon Law Violations,September 2025,22
NA,Human Trafficking Offenses,September 2025,2
1,Weapon Law Violations,September 2025,23
NA,Sex Offenses,September 2025,2
2,Burglary,September 2025,76
3,Motor Vehicle Theft,September 2025,111
1,Assault Offenses,October 2025,206
4,Assault Offenses,October 2025,237
2,Assault Offenses,October 2025,173
4,Sex Offenses,October 2025,19
3,Sex Offenses,October 2025,12
3,Assault Offenses,October 2025,125
1,Sex Offenses,October 2025,15
2,Sex Offenses,October 2025,11
NA,Fraud Offenses,September 2025,15
NA,Assault Offenses,October 2025,9
2,Vandalism,October 2025,146
1,Larceny Offenses,October 2025,447
3,Vandalism,October 2025,132
1,Vandalism,October 2025,116
1,Burglary,October 2025,54
2,Larceny Offenses,October 2025,724
3,Larceny Offenses,October 2025,522
1,Human Trafficking Offenses,October 2025,1
2,Pornography/Obscene Material,October 2025,2
NA,Sex Offenses,October 2025,2
4,Vandalism,October 2025,204
4,Larceny Offenses,October 2025,674
1,Animal Cruelty Offenses,October 2025,2
1,Kidnapping/Abduction,October 2025,3
3,Drug/Narcotic Offenses,October 2025,17
4,Drug/Narcotic Offenses,October 2025,51
4,Weapon Law Violations,October 2025,19
2,Kidnapping/Abduction,October 2025,2
2,Weapon Law Violations,October 2025,15
3,Kidnapping/Abduction,October 2025,3
3,Weapon Law Violations,October 2025,11
1,Fraud Offenses,October 2025,75
3,Robbery,October 2025,26
2,Motor Vehicle Theft,October 2025,88
1,Pornography/Obscene Material,October 2025,3
1,Fraud Offenses,September 2025,60
3,Human Trafficking Offenses,October 2025,1
4,Prostitution Offenses,October 2025,3
1,Weapon Law Violations,October 2025,14
4,Burglary,October 2025,92
4,Kidnapping/Abduction,October 2025,2
3,Assault Offenses,November 2025,126
4,Assault Offenses,November 2025,199
4,Vandalism,November 2025,187
1,Assault Offenses,November 2025,204
2,Assault Offenses,November 2025,168
2,Weapon Law Violations,November 2025,12
1,Sex Offenses,November 2025,15
NA,Assault Offenses,November 2025,8
1,Robbery,November 2025,18
2,Sex Offenses,November 2025,12
NA,Sex Offenses,November 2025,6
3,Sex Offenses,November 2025,9
3,Vandalism,November 2025,131
2,Kidnapping/Abduction,November 2025,2
4,Sex Offenses,November 2025,11
1,Pornography/Obscene Material,November 2025,2
4,Weapon Law Violations,November 2025,19
2,Vandalism,November 2025,120
2,Burglary,November 2025,82
4,Arson,November 2025,5
1,Vandalism,November 2025,120
2,Robbery,November 2025,12
2,Pornography/Obscene Material,November 2025,2
1,Fraud Offenses,November 2025,54
4,Burglary,November 2025,76
1,Human Trafficking Offenses,November 2025,1
1,Weapon Law Violations,November 2025,20
1,Burglary,November 2025,61
1,Larceny Offenses,November 2025,344
4,Robbery,November 2025,16
3,Robbery,November 2025,17
2,Larceny Offenses,November 2025,659
3,Larceny Offenses,November 2025,515
3,Fraud Offenses,November 2025,59
3,Burglary,November 2025,80
2,Assault Offenses,December 2025,171
3,Extortion/Blackmail,November 2025,4
3,Assault Offenses,December 2025,115
4,Assault Offenses,December 2025,197
1,Kidnapping/Abduction,December 2025,1
1,Motor Vehicle Theft,December 2025,85
1,Assault Offenses,December 2025,205
4,Prostitution Offenses,November 2025,2
4,Sex Offenses,December 2025,14
1,Sex Offenses,December 2025,12
1,Robbery,December 2025,23
2,Vandalism,December 2025,185
4,Vandalism,December 2025,181
1,Weapon Law Violations,December 2025,29
1,Drug/Narcotic Offenses,November 2025,33
3,Sex Offenses,December 2025,13
1,Vandalism,December 2025,114
2,Sex Offenses,December 2025,12
3,Robbery,December 2025,16
3,Vandalism,December 2025,130
1,Burglary,December 2025,77
4,Larceny Offenses,November 2025,631
2,Pornography/Obscene Material,December 2025,2
NA,Assault Offenses,December 2025,6
NA,Human Trafficking Offenses,December 2025,2
3,Extortion/Blackmail,December 2025,2
2,Larceny Offenses,December 2025,745
2,Motor Vehicle Theft,December 2025,137
NA,Sex Offenses,December 2025,1
3,Weapon Law Violations,December 2025,12
3,Pornography/Obscene Material,December 2025,1
3,Larceny Offenses,December 2025,477
4,Larceny Offenses,December 2025,610
1,Animal Cruelty Offenses,December 2025,1
1,Drug/Narcotic Offenses,December 2025,20
2,Weapon Law Violations,December 2025,15
3,Burglary,December 2025,82
4,Robbery,December 2025,19
3,Fraud Offenses,December 2025,66
2,Arson,December 2025,4
NA,Larceny Offenses,November 2025,33
2,Fraud Offenses,December 2025,65
NA,Larceny Offenses,December 2025,42
1,Kidnapping/Abduction,November 2025,1
2,Motor Vehicle Theft,March 2025,90
2,Motor Vehicle Theft,July 2025,92
2,Fraud Offenses,March 2025,75
2,Motor Vehicle Theft,November 2025,86
2,Burglary,May 2025,83
3,Burglary,May 2025,72
3,Motor Vehicle Theft,August 2025,78
3,Motor Vehicle Theft,October 2025,85
3,Motor Vehicle Theft,November 2025,100
3,Burglary,September 2025,70
3,Drug/Narcotic Offenses,April 2025,13
3,Robbery,February 2025,20
3,Burglary,February 2025,65
3,Fraud Offenses,September 2025,49
1,Larceny Offenses,December 2025,414
1,Robbery,October 2025,29
1,Motor Vehicle Theft,January 2025,90
1,Drug/Narcotic Offenses,May 2025,26
1,Motor Vehicle Theft,October 2025,85
2,Motor Vehicle Theft,September 2025,91
2,Fraud Offenses,January 2025,48
2,Motor Vehicle Theft,February 2025,88
2,Animal Cruelty Offenses,October 2025,1
2,Fraud Offenses,July 2025,66
2,Arson,July 2025,22
2,Fraud Offenses,November 2025,59
2,Burglary,February 2025,92
2,Drug/Narcotic Offenses,March 2025,12
2,Burglary,July 2025,86
2,Fraud Offenses,September 2025,55
2,Pornography/Obscene Material,July 2025,1
2,Arson,April 2025,4
2,Burglary,October 2025,93
2,Motor Vehicle Theft,August 2025,90
4,Fraud Offenses,September 2025,59
4,Robbery,September 2025,23
4,Counterfeiting/Forgery,October 2025,8
4,Motor Vehicle Theft,August 2025,55
4,Arson,March 2025,1
4,Weapon Law Violations,April 2025,16
4,Weapon Law Violations,July 2025,17
4,Fraud Offenses,December 2025,66
4,Motor Vehicle Theft,July 2025,69
4,Weapon Law Violations,August 2025,21
4,Fraud Offenses,July 2025,74
4,Burglary,February 2025,92
4,Burglary,July 2025,84
4,Drug/Narcotic Offenses,July 2025,54
4,Motor Vehicle Theft,February 2025,64
4,Arson,June 2025,17
4,Motor Vehicle Theft,April 2025,82
4,Motor Vehicle Theft,November 2025,54
4,Burglary,June 2025,94
4,Motor Vehicle Theft,June 2025,74
3,Fraud Offenses,January 2025,49
3,Motor Vehicle Theft,July 2025,70
3,Motor Vehicle Theft,December 2025,85
3,Motor Vehicle Theft,April 2025,63
1,Counterfeiting/Forgery,December 2025,3
1,Fraud Offenses,February 2025,51
1,Fraud Offenses,May 2025,76
1,Motor Vehicle Theft,April 2025,75
1,Motor Vehicle Theft,June 2025,86
3,Robbery,May 2025,16
3,Arson,September 2025,7
3,Drug/Narcotic Offenses,July 2025,17
4,Motor Vehicle Theft,May 2025,84
4,Arson,September 2025,6
4,Burglary,December 2025,73
4,Fraud Offenses,November 2025,65
4,Arson,May 2025,3
4,Stolen Property Offenses,January 2025,1
2,Motor Vehicle Theft,June 2025,115
2,Burglary,December 2025,84
3,Burglary,October 2025,74
3,Fraud Offenses,October 2025,57
1,Drug/Narcotic Offenses,February 2025,21
NA,Fraud Offenses,July 2025,18
4,Drug/Narcotic Offenses,August 2025,86
4,Drug/Narcotic Offenses,May 2025,136
4,Weapon Law Violations,March 2025,16
4,Arson,July 2025,9
4,Fraud Offenses,March 2025,67
4,Arson,January 2025,9
4,Counterfeiting/Forgery,April 2025,8
4,Fraud Offenses,February 2025,61
4,Drug/Narcotic Offenses,January 2025,58
4,Motor Vehicle Theft,March 2025,88
4,Arson,October 2025,5
4,Motor Vehicle Theft,October 2025,69
3,Robbery,August 2025,16
3,Drug/Narcotic Offenses,December 2025,21
3,Arson,October 2025,6
1,Fraud Offenses,December 2025,71
NA,Motor Vehicle Theft,November 2025,1
1,Burglary,May 2025,56
1,Motor Vehicle Theft,March 2025,74
1,Motor Vehicle Theft,November 2025,86
1,Motor Vehicle Theft,August 2025,56
NA,Larceny Offenses,July 2025,18
4,Weapon Law Violations,May 2025,20
4,Counterfeiting/Forgery,August 2025,8
4,Arson,February 2025,7
4,Drug/Narcotic Offenses,December 2025,60
NA,Larceny Offenses,January 2025,14
1,Weapon Law Violations,February 2025,18
NA,Fraud Offenses,December 2025,11
4,Counterfeiting/Forgery,June 2025,5
4,Fraud Offenses,October 2025,69
4,Drug/Narcotic Offenses,March 2025,38
4,Drug/Narcotic Offenses,June 2025,47
4,Drug/Narcotic Offenses,November 2025,51
4,Motor Vehicle Theft,January 2025,72
4,Motor Vehicle Theft,December 2025,62
4,Drug/Narcotic Offenses,September 2025,78
1,Animal Cruelty Offenses,November 2025,1
1,Arson,November 2025,2
4,Weapon Law Violations,December 2025,12
4,Counterfeiting/Forgery,September 2025,3
4,Embezzlement,October 2025,3
4,Homicide Offenses,December 2025,1
4,Extortion/Blackmail,December 2025,1
4,Robbery,March 2025,15
4,Robbery,August 2025,20
2,Counterfeiting/Forgery,August 2025,8
2,Fraud Offenses,October 2025,67
3,Drug/Narcotic Offenses,June 2025,14
3,Motor Vehicle Theft,February 2025,66
2,Counterfeiting/Forgery,December 2025,4
2,Homicide Offenses,July 2025,2
2,Fraud Offenses,June 2025,60
2,Fraud Offenses,April 2025,60
2,Embezzlement,October 2025,2
2,Embezzlement,April 2025,4
3,Arson,June 2025,5
3,Arson,December 2025,3
3,Arson,January 2025,9
1,Motor Vehicle Theft,September 2025,83
1,Counterfeiting/Forgery,September 2025,7
NA,Drug/Narcotic Offenses,December 2025,2
3,Drug/Narcotic Offenses,September 2025,23
3,Animal Cruelty Offenses,November 2025,1
3,Arson,May 2025,8
4,Animal Cruelty Offenses,September 2025,4
4,Homicide Offenses,November 2025,1
4,Homicide Offenses,October 2025,3
4,Counterfeiting/Forgery,May 2025,5
2,Counterfeiting/Forgery,November 2025,6
NA,Vandalism,December 2025,9
3,Embezzlement,April 2025,8
NA,Larceny Offenses,March 2025,22
NA,Motor Vehicle Theft,June 2025,2
2,Robbery,January 2025,25
2,Drug/Narcotic Offenses,February 2025,14
2,Arson,November 2025,8
1,Human Trafficking Offenses,March 2025,1
1,Prostitution Offenses,March 2025,13
3,Counterfeiting/Forgery,September 2025,7
3,Counterfeiting/Forgery,May 2025,4
2,Drug/Narcotic Offenses,October 2025,8
3,Drug/Narcotic Offenses,March 2025,16
1,Embezzlement,November 2025,3
1,Drug/Narcotic Offenses,June 2025,19
1,Drug/Narcotic Offenses,July 2025,20
1,Drug/Narcotic Offenses,August 2025,16
1,Drug/Narcotic Offenses,October 2025,20
1,Pornography/Obscene Material,December 2025,2
2,Prostitution Offenses,November 2025,2
2,Drug/Narcotic Offenses,June 2025,7
2,Animal Cruelty Offenses,August 2025,1
2,Embezzlement,September 2025,2
2,Embezzlement,December 2025,3
2,Homicide Offenses,September 2025,3
2,Robbery,March 2025,20
3,Drug/Narcotic Offenses,August 2025,22
4,Kidnapping/Abduction,November 2025,1
4,Counterfeiting/Forgery,December 2025,4
1,Arson,August 2025,13
1,Robbery,September 2025,26
4,Kidnapping/Abduction,December 2025,2
3,Counterfeiting/Forgery,January 2025,3
3,Extortion/Blackmail,June 2025,1
3,Weapon Law Violations,March 2025,10
3,Prostitution Offenses,April 2025,24
3,Counterfeiting/Forgery,June 2025,3
NA,Vandalism,February 2025,6
NA,Larceny Offenses,April 2025,24
NA,Fraud Offenses,May 2025,12
2,Counterfeiting/Forgery,March 2025,6
2,Arson,June 2025,12
4,Stolen Property Offenses,April 2025,1
1,Stolen Property Offenses,July 2025,3
3,Drug/Narcotic Offenses,May 2025,34
3,Drug/Narcotic Offenses,November 2025,15
3,Animal Cruelty Offenses,January 2025,2
3,Arson,August 2025,11
4,Extortion/Blackmail,July 2025,2
3,Arson,July 2025,24
1,Burglary,June 2025,65
2,Animal Cruelty Offenses,November 2025,1
2,Counterfeiting/Forgery,July 2025,8
4,Kidnapping/Abduction,August 2025,2
1,Robbery,February 2025,21
1,Counterfeiting/Forgery,July 2025,11
1,Embezzlement,October 2025,3
1,Counterfeiting/Forgery,November 2025,6
3,Counterfeiting/Forgery,March 2025,6
4,Embezzlement,April 2025,3
1,Arson,January 2025,8
3,Drug/Narcotic Offenses,February 2025,16
1,Arson,October 2025,6
3,Arson,November 2025,3
3,Counterfeiting/Forgery,August 2025,4
4,Embezzlement,December 2025,3
2,Arson,May 2025,6
NA,Larceny Offenses,August 2025,23
2,Arson,January 2025,15
4,Extortion/Blackmail,August 2025,1
4,Animal Cruelty Offenses,February 2025,3
1,Homicide Offenses,November 2025,3
2,Counterfeiting/Forgery,May 2025,4
3,Arson,March 2025,4
3,Animal Cruelty Offenses,May 2025,1
1,Counterfeiting/Forgery,January 2025,4
2,Prostitution Offenses,March 2025,1
2,Robbery,December 2025,15
4,Pornography/Obscene Material,July 2025,1
NA,Larceny Offenses,June 2025,22
4,Arson,April 2025,2
4,Counterfeiting/Forgery,March 2025,3
4,Robbery,October 2025,14
2,Stolen Property Offenses,February 2025,1
2,Counterfeiting/Forgery,September 2025,7
2,Robbery,October 2025,17
1,Homicide Offenses,January 2025,2
NA,Fraud Offenses,April 2025,20
2,Weapon Law Violations,January 2025,12
2,Embezzlement,May 2025,1
4,Pornography/Obscene Material,December 2025,1
4,Embezzlement,September 2025,2
4,Pornography/Obscene Material,June 2025,1
4,Embezzlement,November 2025,1
4,Counterfeiting/Forgery,November 2025,5
3,Kidnapping/Abduction,March 2025,1
2,Arson,October 2025,16
2,Counterfeiting/Forgery,February 2025,5
3,Robbery,July 2025,18
1,Counterfeiting/Forgery,February 2025,8
1,Drug/Narcotic Offenses,March 2025,13
1,Extortion/Blackmail,June 2025,3
NA,Larceny Offenses,May 2025,38
NA,Larceny Offenses,September 2025,27
4,Animal Cruelty Offenses,January 2025,1
2,Counterfeiting/Forgery,June 2025,13
2,Arson,February 2025,6
1,Prostitution Offenses,April 2025,14
4,Animal Cruelty Offenses,November 2025,1
3,Pornography/Obscene Material,September 2025,1
3,Counterfeiting/Forgery,October 2025,3
4,Kidnapping/Abduction,April 2025,1
4,Embezzlement,February 2025,1
NA,Homicide Offenses,December 2025,1
3,Weapon Law Violations,August 2025,17
NA,Larceny Offenses,October 2025,32
2,Drug/Narcotic Offenses,November 2025,2
