CouncilDistrict,OffenseCategory,ReportMonthYear,CrimeCount
4,Stolen Property Offenses,April 2015,1
1,Homicide Offenses,May 2015,1
2,Arson,September 2015,4
1,Arson,May 2015,3
3,Stolen Property Offenses,June 2015,1
NA,Stolen Property Offenses,July 2015,1
NA,Drug/Narcotic Offenses,August 2015,6
NA,Drug/Narcotic Offenses,October 2015,7
1,Homicide Offenses,September 2015,1
1,Arson,November 2015,6
3,Stolen Property Offenses,October 2015,1
3,Extortion/Blackmail,January 2015,2
1,Arson,April 2015,1
2,Arson,August 2015,3
1,Animal Cruelty Offenses,August 2015,1
3,Stolen Property Offenses,September 2015,4
3,Embezzlement,January 2015,2
1,Embezzlement,November 2015,4
3,Embezzlement,May 2015,2
1,Stolen Property Offenses,August 2015,3
3,Embezzlement,August 2015,1
1,Arson,February 2015,6
2,Animal Cruelty Offenses,July 2015,1
1,Human Trafficking Offenses,August 2015,1
1,Stolen Property Offenses,June 2015,2
2,Stolen Property Offenses,December 2015,2
1,Embezzlement,April 2015,3
2,Stolen Property Offenses,January 2015,3
NA,Vandalism,September 2015,4
4,Extortion/Blackmail,July 2015,1
1,Stolen Property Offenses,February 2015,3
1,Extortion/Blackmail,May 2015,1
2,Stolen Property Offenses,June 2015,3
1,Animal Cruelty Offenses,May 2015,3
4,Counterfeiting/Forgery,December 2015,2
3,Homicide Offenses,July 2015,2
1,Stolen Property Offenses,July 2015,3
2,Prostitution Offenses,October 2015,5
2,Animal Cruelty Offenses,June 2015,2
NA,Burglary,July 2015,1
3,Human Trafficking Offenses,August 2015,1
2,Homicide Offenses,April 2015,2
2,Pornography/Obscene Material,June 2015,1
NA,Drug/Narcotic Offenses,July 2015,2
2,Stolen Property Offenses,September 2015,1
3,Homicide Offenses,October 2015,1
2,Human Trafficking Offenses,August 2015,1
NA,Motor Vehicle Theft,November 2015,2
2,Stolen Property Offenses,November 2015,3
2,Homicide Offenses,February 2015,2
3,Kidnapping/Abduction,November 2015,1
3,Animal Cruelty Offenses,February 2015,1
2,Arson,May 2015,1
2,Homicide Offenses,December 2015,1
NA,Burglary,April 2015,1
3,Homicide Offenses,April 2015,1
NA,Assault Offenses,January 2015,1
NA,Drug/Narcotic Offenses,April 2015,9
1,Extortion/Blackmail,July 2015,1
4,Arson,May 2015,1
3,Extortion/Blackmail,August 2015,1
3,Bribery,August 2015,1
2,Embezzlement,August 2015,2
1,Embezzlement,March 2015,4
1,Arson,December 2015,3
1,Prostitution Offenses,October 2015,6
1,Prostitution Offenses,November 2015,6
1,Embezzlement,May 2015,3
1,Stolen Property Offenses,May 2015,2
1,Embezzlement,September 2015,1
1,Stolen Property Offenses,November 2015,6
1,Stolen Property Offenses,March 2015,2
1,Homicide Offenses,December 2015,1
1,Pornography/Obscene Material,February 2015,1
1,Embezzlement,January 2015,2
1,Embezzlement,October 2015,3
1,Animal Cruelty Offenses,March 2015,1
NA,Prostitution Offenses,December 2015,1
1,Human Trafficking Offenses,December 2015,1
4,Embezzlement,August 2015,1
1,Extortion/Blackmail,September 2015,1
NA,Prostitution Offenses,September 2015,1
NA,Stolen Property Offenses,November 2015,1
1,Homicide Offenses,October 2015,1
1,Homicide Offenses,July 2015,1
1,Arson,June 2015,2
1,Arson,March 2015,2
NA,Fraud Offenses,September 2015,36
1,Embezzlement,December 2015,1
NA,Drug/Narcotic Offenses,December 2015,5
1,Animal Cruelty Offenses,April 2015,1
NA,Burglary,October 2015,1
NA,Drug/Narcotic Offenses,June 2015,2
NA,Vandalism,December 2015,3
3,Stolen Property Offenses,May 2015,1
NA,Drug/Narcotic Offenses,January 2015,34
2,Bribery,July 2015,1
2,Animal Cruelty Offenses,March 2015,1
2,Stolen Property Offenses,July 2015,1
2,Homicide Offenses,March 2015,1
2,Animal Cruelty Offenses,September 2015,1
2,Homicide Offenses,September 2015,1
3,Weapon Law Violations,December 2015,1
3,Prostitution Offenses,August 2015,3
3,Prostitution Offenses,October 2015,4
NA,Drug/Narcotic Offenses,September 2015,3
1,Prostitution Offenses,April 2015,3
3,Stolen Property Offenses,July 2015,2
4,Stolen Property Offenses,November 2015,1
4,Bribery,July 2015,1
4,Animal Cruelty Offenses,March 2015,1
4,Homicide Offenses,June 2015,1
3,Stolen Property Offenses,January 2015,4
3,Human Trafficking Offenses,October 2015,1
3,Arson,March 2015,1
3,Prostitution Offenses,June 2015,2
3,Prostitution Offenses,December 2015,1
NA,Drug/Narcotic Offenses,March 2015,20
NA,Weapon Law Violations,September 2015,1
NA,Counterfeiting/Forgery,September 2015,1
NA,Robbery,September 2015,1
3,Arson,February 2015,1
NA,Prostitution Offenses,May 2015,1
1,Animal Cruelty Offenses,September 2015,1
NA,Weapon Law Violations,December 2015,1
NA,Weapon Law Violations,April 2015,1
4,Animal Cruelty Offenses,February 2015,1
4,Animal Cruelty Offenses,November 2015,1
NA,Counterfeiting/Forgery,December 2015,1
4,Homicide Offenses,April 2015,1
4,Extortion/Blackmail,October 2015,1
NA,Motor Vehicle Theft,January 2015,10
NA,Weapon Law Violations,January 2015,7
NA,Arson,January 2015,5
NA,Stolen Property Offenses,January 2015,3
NA,Burglary,January 2015,2
NA,Counterfeiting/Forgery,February 2015,7
NA,Motor Vehicle Theft,February 2015,9
NA,Weapon Law Violations,February 2015,5
NA,Robbery,February 2015,2
NA,Arson,February 2015,1
NA,Prostitution Offenses,February 2015,1
NA,Stolen Property Offenses,February 2015,1
NA,Burglary,February 2015,1
NA,Robbery,March 2015,7
NA,Motor Vehicle Theft,March 2015,8
NA,Embezzlement,March 2015,2
NA,Embezzlement,February 2015,1
NA,Stolen Property Offenses,March 2015,1
NA,Arson,March 2015,1
NA,Prostitution Offenses,March 2015,2
NA,Counterfeiting/Forgery,April 2015,3
NA,Robbery,April 2015,1
NA,Motor Vehicle Theft,August 2015,3
NA,Prostitution Offenses,August 2015,3
NA,Motor Vehicle Theft,October 2015,3
NA,Prostitution Offenses,October 2015,1
NA,Counterfeiting/Forgery,November 2015,1
NA,Arson,December 2015,1
NA,Kidnapping/Abduction,December 2015,1
NA,Burglary,March 2015,1
NA,Counterfeiting/Forgery,May 2015,1
NA,Robbery,October 2015,1
NA,Vandalism,October 2015,3
1,Assault Offenses,January 2016,187
3,Assault Offenses,January 2016,107
4,Assault Offenses,January 2016,141
2,Assault Offenses,January 2016,141
4,Drug/Narcotic Offenses,January 2016,47
NA,Assault Offenses,January 2016,10
NA,Kidnapping/Abduction,January 2016,1
3,Sex Offenses,January 2016,5
4,Sex Offenses,January 2016,15
4,Larceny Offenses,January 2016,579
3,Vandalism,January 2016,134
3,Larceny Offenses,January 2016,424
1,Larceny Offenses,January 2016,470
1,Motor Vehicle Theft,January 2016,174
NA,Sex Offenses,January 2016,2
1,Sex Offenses,January 2016,9
1,Vandalism,January 2016,128
1,Fraud Offenses,January 2016,110
3,Burglary,January 2016,79
2,Sex Offenses,January 2016,10
2,Robbery,January 2016,24
4,Kidnapping/Abduction,January 2016,1
1,Prostitution Offenses,January 2016,6
1,Burglary,January 2016,98
2,Vandalism,January 2016,126
1,Kidnapping/Abduction,January 2016,1
3,Robbery,January 2016,8
2,Larceny Offenses,January 2016,481
NA,Larceny Offenses,January 2016,69
4,Vandalism,January 2016,117
4,Burglary,January 2016,72
3,Weapon Law Violations,January 2016,6
4,Fraud Offenses,January 2016,80
3,Fraud Offenses,January 2016,65
2,Fraud Offenses,January 2016,89
3,Kidnapping/Abduction,January 2016,2
2,Arson,January 2016,2
2,Animal Cruelty Offenses,January 2016,1
2,Assault Offenses,February 2016,117
3,Assault Offenses,February 2016,103
4,Assault Offenses,February 2016,117
1,Assault Offenses,February 2016,163
4,Vandalism,February 2016,138
3,Fraud Offenses,February 2016,77
4,Sex Offenses,February 2016,7
2,Larceny Offenses,February 2016,476
3,Sex Offenses,February 2016,13
1,Robbery,February 2016,33
2,Sex Offenses,February 2016,14
2,Stolen Property Offenses,February 2016,2
1,Sex Offenses,February 2016,8
1,Fraud Offenses,February 2016,94
3,Larceny Offenses,February 2016,464
2,Vandalism,February 2016,117
2,Weapon Law Violations,February 2016,12
2,Robbery,February 2016,23
1,Larceny Offenses,February 2016,477
2,Kidnapping/Abduction,February 2016,2
3,Robbery,February 2016,20
2,Fraud Offenses,February 2016,97
1,Vandalism,February 2016,99
NA,Fraud Offenses,February 2016,39
3,Vandalism,February 2016,137
1,Kidnapping/Abduction,February 2016,2
NA,Sex Offenses,February 2016,4
4,Larceny Offenses,February 2016,613
NA,Larceny Offenses,February 2016,52
3,Burglary,February 2016,68
2,Drug/Narcotic Offenses,February 2016,25
4,Burglary,February 2016,47
1,Animal Cruelty Offenses,February 2016,2
NA,Robbery,February 2016,1
3,Weapon Law Violations,February 2016,8
3,Assault Offenses,March 2016,99
1,Assault Offenses,March 2016,179
2,Sex Offenses,March 2016,10
1,Sex Offenses,March 2016,14
2,Assault Offenses,March 2016,128
4,Assault Offenses,March 2016,155
2,Larceny Offenses,March 2016,469
2,Vandalism,March 2016,113
4,Sex Offenses,March 2016,10
1,Vandalism,March 2016,121
NA,Sex Offenses,March 2016,6
3,Sex Offenses,March 2016,8
3,Larceny Offenses,March 2016,438
3,Vandalism,March 2016,104
1,Larceny Offenses,March 2016,473
1,Burglary,March 2016,76
NA,Assault Offenses,March 2016,5
3,Kidnapping/Abduction,March 2016,4
1,Robbery,March 2016,28
1,Arson,March 2016,3
2,Fraud Offenses,March 2016,107
4,Vandalism,March 2016,128
4,Larceny Offenses,March 2016,608
2,Robbery,March 2016,18
1,Fraud Offenses,March 2016,112
2,Drug/Narcotic Offenses,March 2016,26
2,Prostitution Offenses,March 2016,12
3,Robbery,March 2016,12
1,Drug/Narcotic Offenses,March 2016,48
2,Burglary,March 2016,55
4,Kidnapping/Abduction,March 2016,2
4,Fraud Offenses,March 2016,124
NA,Larceny Offenses,March 2016,45
4,Burglary,March 2016,57
4,Assault Offenses,April 2016,133
NA,Assault Offenses,April 2016,5
1,Assault Offenses,April 2016,193
1,Fraud Offenses,April 2016,157
1,Larceny Offenses,April 2016,444
3,Assault Offenses,April 2016,140
2,Assault Offenses,April 2016,122
3,Burglary,April 2016,91
3,Larceny Offenses,April 2016,438
1,Robbery,April 2016,28
2,Vandalism,April 2016,115
3,Vandalism,April 2016,103
1,Sex Offenses,April 2016,22
4,Sex Offenses,April 2016,10
4,Vandalism,April 2016,105
1,Weapon Law Violations,April 2016,15
2,Human Trafficking Offenses,April 2016,1
1,Counterfeiting/Forgery,April 2016,21
1,Drug/Narcotic Offenses,April 2016,52
2,Weapon Law Violations,April 2016,14
4,Robbery,April 2016,21
4,Larceny Offenses,April 2016,552
2,Robbery,April 2016,13
1,Vandalism,April 2016,95
2,Sex Offenses,April 2016,6
1,Burglary,April 2016,64
1,Motor Vehicle Theft,April 2016,105
NA,Sex Offenses,April 2016,8
2,Larceny Offenses,April 2016,501
3,Sex Offenses,April 2016,4
NA,Fraud Offenses,April 2016,42
NA,Larceny Offenses,April 2016,47
2,Burglary,April 2016,83
4,Fraud Offenses,April 2016,100
2,Burglary,May 2016,88
3,Assault Offenses,May 2016,131
4,Assault Offenses,May 2016,125
2,Assault Offenses,May 2016,159
3,Vandalism,May 2016,109
1,Sex Offenses,May 2016,20
1,Assault Offenses,May 2016,208
3,Sex Offenses,May 2016,10
2,Larceny Offenses,May 2016,491
1,Fraud Offenses,May 2016,99
4,Vandalism,May 2016,106
4,Larceny Offenses,May 2016,508
3,Fraud Offenses,May 2016,86
3,Larceny Offenses,May 2016,440
1,Vandalism,May 2016,113
1,Larceny Offenses,May 2016,430
2,Vandalism,May 2016,92
2,Robbery,May 2016,25
1,Robbery,May 2016,21
3,Fraud Offenses,April 2016,96
3,Counterfeiting/Forgery,April 2016,9
2,Fraud Offenses,May 2016,112
4,Sex Offenses,May 2016,12
1,Kidnapping/Abduction,May 2016,2
NA,Larceny Offenses,May 2016,24
NA,Sex Offenses,May 2016,7
NA,Assault Offenses,May 2016,5
2,Sex Offenses,May 2016,11
4,Robbery,May 2016,22
4,Fraud Offenses,May 2016,94
3,Robbery,May 2016,15
3,Kidnapping/Abduction,May 2016,2
3,Burglary,May 2016,92
2,Kidnapping/Abduction,May 2016,1
1,Weapon Law Violations,May 2016,18
NA,Extortion/Blackmail,February 2016,1
2,Weapon Law Violations,May 2016,18
1,Drug/Narcotic Offenses,May 2016,52
2,Animal Cruelty Offenses,May 2016,1
1,Counterfeiting/Forgery,May 2016,25
3,Weapon Law Violations,May 2016,8
3,Counterfeiting/Forgery,May 2016,8
4,Weapon Law Violations,April 2016,12
3,Drug/Narcotic Offenses,May 2016,24
NA,Assault Offenses,June 2016,4
4,Assault Offenses,June 2016,128
1,Sex Offenses,June 2016,14
1,Assault Offenses,June 2016,211
2,Assault Offenses,June 2016,168
4,Vandalism,June 2016,97
1,Burglary,May 2016,83
3,Assault Offenses,June 2016,119
3,Burglary,June 2016,83
3,Vandalism,June 2016,147
2,Vandalism,June 2016,128
4,Larceny Offenses,June 2016,459
3,Larceny Offenses,June 2016,436
1,Larceny Offenses,June 2016,483
4,Sex Offenses,June 2016,12
1,Weapon Law Violations,June 2016,20
2,Burglary,June 2016,77
2,Larceny Offenses,June 2016,510
1,Burglary,June 2016,86
1,Vandalism,June 2016,121
1,Drug/Narcotic Offenses,June 2016,44
3,Sex Offenses,June 2016,13
3,Robbery,June 2016,16
2,Sex Offenses,June 2016,8
NA,Sex Offenses,June 2016,3
NA,Fraud Offenses,June 2016,40
2,Fraud Offenses,June 2016,109
2,Robbery,June 2016,16
1,Pornography/Obscene Material,June 2016,2
2,Weapon Law Violations,June 2016,11
1,Arson,June 2016,6
1,Kidnapping/Abduction,June 2016,2
1,Robbery,June 2016,27
4,Kidnapping/Abduction,June 2016,1
1,Embezzlement,June 2016,4
3,Fraud Offenses,June 2016,96
3,Kidnapping/Abduction,June 2016,1
4,Fraud Offenses,June 2016,87
4,Assault Offenses,July 2016,144
4,Sex Offenses,July 2016,13
NA,Sex Offenses,July 2016,8
2,Assault Offenses,July 2016,143
4,Larceny Offenses,July 2016,499
2,Vandalism,July 2016,107
1,Assault Offenses,July 2016,185
3,Assault Offenses,July 2016,99
1,Vandalism,July 2016,124
4,Fraud Offenses,July 2016,109
3,Larceny Offenses,July 2016,470
3,Sex Offenses,July 2016,9
1,Sex Offenses,July 2016,15
NA,Human Trafficking Offenses,May 2016,1
3,Vandalism,July 2016,150
1,Fraud Offenses,July 2016,118
1,Larceny Offenses,July 2016,424
1,Burglary,July 2016,76
2,Sex Offenses,July 2016,7
2,Drug/Narcotic Offenses,July 2016,20
3,Drug/Narcotic Offenses,July 2016,18
NA,Assault Offenses,July 2016,8
3,Burglary,July 2016,113
2,Burglary,July 2016,79
4,Burglary,July 2016,49
2,Larceny Offenses,July 2016,491
1,Robbery,July 2016,21
NA,Fraud Offenses,July 2016,31
1,Drug/Narcotic Offenses,July 2016,48
3,Fraud Offenses,July 2016,86
2,Weapon Law Violations,July 2016,11
NA,Vandalism,July 2016,5
4,Weapon Law Violations,July 2016,8
NA,Kidnapping/Abduction,July 2016,2
NA,Larceny Offenses,July 2016,20
2,Robbery,July 2016,17
3,Motor Vehicle Theft,July 2016,92
3,Assault Offenses,August 2016,122
2,Sex Offenses,August 2016,11
4,Assault Offenses,August 2016,178
1,Assault Offenses,August 2016,180
2,Assault Offenses,August 2016,154
3,Motor Vehicle Theft,August 2016,127
1,Vandalism,August 2016,149
3,Sex Offenses,August 2016,5
1,Drug/Narcotic Offenses,August 2016,49
NA,Assault Offenses,August 2016,11
3,Vandalism,August 2016,151
NA,Sex Offenses,August 2016,4
2,Arson,August 2016,5
2,Larceny Offenses,August 2016,489
2,Vandalism,August 2016,128
2,Robbery,August 2016,23
4,Robbery,August 2016,28
4,Vandalism,August 2016,124
1,Larceny Offenses,August 2016,434
1,Sex Offenses,August 2016,15
4,Sex Offenses,August 2016,13
4,Burglary,August 2016,68
3,Larceny Offenses,August 2016,503
3,Weapon Law Violations,August 2016,9
1,Burglary,August 2016,108
1,Pornography/Obscene Material,August 2016,2
2,Fraud Offenses,August 2016,98
4,Larceny Offenses,August 2016,499
1,Fraud Offenses,August 2016,126
2,Kidnapping/Abduction,August 2016,1
4,Fraud Offenses,August 2016,90
3,Robbery,August 2016,20
3,Fraud Offenses,August 2016,96
3,Counterfeiting/Forgery,August 2016,13
3,Extortion/Blackmail,August 2016,1
4,Kidnapping/Abduction,August 2016,2
3,Kidnapping/Abduction,August 2016,1
3,Burglary,August 2016,107
1,Robbery,August 2016,34
2,Weapon Law Violations,August 2016,14
2,Assault Offenses,September 2016,147
3,Assault Offenses,September 2016,111
4,Assault Offenses,September 2016,132
4,Sex Offenses,September 2016,12
NA,Sex Offenses,September 2016,5
1,Vandalism,September 2016,115
1,Assault Offenses,September 2016,169
3,Drug/Narcotic Offenses,September 2016,14
1,Sex Offenses,September 2016,10
3,Larceny Offenses,September 2016,550
3,Burglary,September 2016,117
2,Larceny Offenses,September 2016,515
1,Robbery,September 2016,27
1,Larceny Offenses,September 2016,492
2,Kidnapping/Abduction,September 2016,4
3,Sex Offenses,September 2016,10
1,Arson,September 2016,4
1,Burglary,September 2016,94
2,Burglary,September 2016,81
2,Weapon Law Violations,September 2016,9
1,Counterfeiting/Forgery,September 2016,31
2,Fraud Offenses,September 2016,102
2,Sex Offenses,September 2016,14
1,Drug/Narcotic Offenses,September 2016,40
2,Vandalism,September 2016,114
4,Larceny Offenses,September 2016,567
3,Fraud Offenses,September 2016,89
2,Robbery,September 2016,24
NA,Assault Offenses,September 2016,6
1,Weapon Law Violations,September 2016,20
1,Kidnapping/Abduction,September 2016,3
3,Weapon Law Violations,September 2016,6
4,Fraud Offenses,September 2016,93
1,Fraud Offenses,September 2016,105
NA,Kidnapping/Abduction,September 2016,1
4,Human Trafficking Offenses,September 2016,1
3,Robbery,September 2016,11
3,Kidnapping/Abduction,September 2016,2
3,Counterfeiting/Forgery,September 2016,9
NA,Larceny Offenses,September 2016,49
4,Robbery,September 2016,24
4,Vandalism,September 2016,122
2,Extortion/Blackmail,September 2016,3
3,Assault Offenses,October 2016,115
3,Sex Offenses,October 2016,12
2,Assault Offenses,October 2016,129
2,Larceny Offenses,October 2016,631
1,Assault Offenses,October 2016,154
4,Assault Offenses,October 2016,160
NA,Sex Offenses,October 2016,6
1,Larceny Offenses,October 2016,493
1,Vandalism,October 2016,128
4,Larceny Offenses,October 2016,597
1,Burglary,October 2016,76
4,Burglary,October 2016,70
3,Larceny Offenses,October 2016,548
2,Vandalism,October 2016,110
1,Sex Offenses,October 2016,16
2,Sex Offenses,October 2016,13
4,Sex Offenses,October 2016,14
2,Fraud Offenses,October 2016,88
3,Vandalism,October 2016,117
3,Burglary,October 2016,158
3,Robbery,October 2016,14
1,Robbery,October 2016,27
2,Counterfeiting/Forgery,October 2016,22
1,Fraud Offenses,October 2016,99
NA,Assault Offenses,October 2016,5
NA,Fraud Offenses,October 2016,33
1,Drug/Narcotic Offenses,October 2016,50
4,Animal Cruelty Offenses,October 2016,2
3,Motor Vehicle Theft,October 2016,199
4,Vandalism,October 2016,101
2,Motor Vehicle Theft,October 2016,113
1,Motor Vehicle Theft,October 2016,197
NA,Larceny Offenses,October 2016,43
1,Kidnapping/Abduction,October 2016,2
1,Counterfeiting/Forgery,October 2016,31
4,Motor Vehicle Theft,October 2016,70
2,Burglary,October 2016,90
2,Robbery,October 2016,25
1,Assault Offenses,November 2016,153
2,Assault Offenses,November 2016,119
4,Assault Offenses,November 2016,155
4,Burglary,November 2016,66
3,Assault Offenses,November 2016,111
1,Weapon Law Violations,November 2016,19
2,Arson,November 2016,4
2,Weapon Law Violations,November 2016,16
4,Drug/Narcotic Offenses,November 2016,41
4,Sex Offenses,November 2016,14
2,Sex Offenses,November 2016,7
3,Kidnapping/Abduction,November 2016,3
4,Larceny Offenses,November 2016,558
1,Sex Offenses,November 2016,21
1,Drug/Narcotic Offenses,November 2016,32
1,Human Trafficking Offenses,November 2016,1
4,Weapon Law Violations,November 2016,12
3,Sex Offenses,November 2016,10
1,Vandalism,November 2016,117
4,Motor Vehicle Theft,November 2016,72
4,Vandalism,November 2016,157
2,Robbery,November 2016,28
1,Motor Vehicle Theft,November 2016,193
3,Burglary,November 2016,118
2,Larceny Offenses,November 2016,555
1,Larceny Offenses,November 2016,463
3,Vandalism,November 2016,168
4,Animal Cruelty Offenses,November 2016,2
3,Fraud Offenses,November 2016,87
1,Kidnapping/Abduction,November 2016,1
NA,Sex Offenses,November 2016,6
