state,county,DEM,GRN,LIB,REP,total_votes,electoral_college_votes
Florida,Madison County,3747,13,32,5576,9380,30
Florida,Manatee County,90166,258,1287,124987,216958,30
Florida,Marion County,74858,228,1180,127826,204376,30
Florida,Martin County,36893,105,448,61168,98726,30
Florida,Miami-Dade County,617864,1289,3329,532833,1156816,30
Florida,Monroe County,21881,51,348,25693,48029,30
Florida,Nassau County,15564,43,569,42566,58811,30
Florida,Okaloosa County,34248,183,1881,79798,116373,30
Florida,Okeechobee County,4390,7,66,11470,15954,30
Florida,Orange County,395014,1146,4685,245398,647403,30
Florida,Osceola County,97297,290,964,73480,172436,30
Florida,Palm Beach County,433572,891,3040,334711,773158,30
Florida,Pasco County,119073,467,2265,179621,301970,30
Florida,Pinellas County,277450,912,4268,276209,559715,30
Florida,Polk County,145049,425,2595,194586,343256,30
Florida,Putnam County,10527,50,226,25514,36373,30
Florida,Santa Rosa County,27612,122,1645,77385,106928,30
Florida,Sarasota County,120110,284,1507,148370,270575,30
Florida,Seminole County,132528,406,2215,125241,260815,30
Florida,St. Johns County,63850,210,1413,110946,176622,30
Florida,St. Lucie County,84137,209,768,86831,172169,30
Florida,Sumter County,29341,39,269,62761,92485,30
Florida,Suwannee County,4485,23,119,16410,21057,30
Florida,Taylor County,2299,11,52,7751,10127,30
Florida,Union County,1053,5,42,5133,6245,30
Florida,Volusia County,130575,390,2156,173821,307439,30
Florida,Wakulla County,5351,18,135,12874,18404,30
Florida,Walton County,10338,43,336,32947,43711,30
Florida,Washington County,2347,15,69,9876,12327,30
Georgia,Appling County,1784,NA,36,6570,8341,16
Georgia,Atkinson County,825,NA,30,2300,3155,16
Georgia,Bacon County,625,NA,25,4017,4668,16
Georgia,Baker County,652,NA,6,897,1555,16
Georgia,Baldwin County,9140,NA,208,8903,18251,16
Georgia,Banks County,932,NA,74,7795,8801,16
Georgia,Barrow County,10453,NA,664,26804,38017,16
Georgia,Bartow County,12091,NA,701,37672,50467,16
Georgia,Ben Hill County,2393,NA,60,4111,6560,16
Georgia,Berrien County,1269,NA,55,6419,7743,16
Georgia,Bibb County,43408,NA,747,26559,70802,16
Georgia,Bleckley County,1312,NA,67,4329,5706,16
Georgia,Brantley County,700,NA,56,6993,7746,16
Georgia,Brooks County,2791,NA,49,4261,7100,16
Georgia,Bryan County,6738,NA,357,14240,21340,16
Georgia,Bulloch County,11248,NA,455,18387,30084,16
Georgia,Burke County,5208,NA,75,5400,10684,16
Georgia,Butts County,3274,NA,91,8406,11789,16
Georgia,Calhoun County,1263,NA,12,923,2194,16
Georgia,Camden County,7967,NA,470,15249,23688,16
Georgia,Candler County,1269,NA,29,3133,4432,16
Georgia,Carroll County,16236,NA,760,37476,54474,16
Georgia,Catoosa County,6932,NA,494,25167,32692,16
Georgia,Charlton County,1105,NA,44,3419,4566,16
Georgia,Chatham County,78247,NA,1929,53232,133420,16
Georgia,Chattahoochee County,667,NA,35,880,1590,16
Georgia,Chattooga County,1854,NA,132,8064,10050,16
Georgia,Cherokee County,42779,NA,2451,99585,144830,16
Georgia,Clarke County,36055,NA,841,14450,51218,16
Georgia,Clay County,791,NA,7,637,1434,16
Georgia,Clayton County,95466,NA,1053,15811,112344,16
Georgia,Clinch County,744,NA,12,2105,2864,16
Georgia,Cobb County,221847,NA,6445,165436,393744,16
Georgia,Coffee County,4511,NA,125,10578,15214,16
Georgia,Colquitt County,4190,NA,119,11777,16083,16
Georgia,Columbia County,29232,NA,1330,50013,80579,16
Georgia,Cook County,2059,NA,76,4900,7035,16
Georgia,Coweta County,24210,NA,1088,51501,76799,16
Georgia,Crawford County,1615,NA,59,4428,6102,16
Georgia,Crisp County,2982,NA,66,4985,8052,16
Georgia,Dade County,1261,NA,107,6066,7434,16
Georgia,Dawson County,2486,NA,197,13398,16081,16
Georgia,DeKalb County,308162,NA,4207,58377,370675,16
Georgia,Decatur County,4782,NA,88,6755,11627,16
Georgia,Dodge County,2172,NA,56,5843,8070,16
Georgia,Dooly County,1911,NA,35,2159,4105,16
Georgia,Dougherty County,24568,NA,278,10441,35311,16
Georgia,Douglas County,42814,NA,838,25454,69097,16
Georgia,Early County,2450,NA,28,2710,5187,16
Georgia,Echols County,167,NA,18,1256,1441,16
Georgia,Effingham County,7718,NA,492,23361,31624,16
Georgia,Elbert County,2879,NA,66,6226,9171,16
Georgia,Emanuel County,2886,NA,66,6553,9501,16
Georgia,Evans County,1324,NA,35,2888,4247,16
Georgia,Fannin County,2570,NA,110,12169,14850,16
Georgia,Fayette County,33062,NA,976,37956,71993,16
Georgia,Floyd County,11917,NA,518,28906,38588,16
Georgia,Forsyth County,42208,NA,1980,85123,129305,16
Georgia,Franklin County,1593,NA,103,9069,10786,16
Georgia,Fulton County,380212,NA,6320,137247,524659,16
Georgia,Gilmer County,2932,NA,164,13429,16525,16
Georgia,Glascock County,155,NA,8,1402,1566,16
Georgia,Glynn County,15882,NA,489,25617,41984,16
Georgia,Gordon County,4384,NA,244,19405,24033,16
Georgia,Grady County,3619,NA,54,7034,10707,16
Georgia,Greene County,4087,NA,91,7066,11247,16
Georgia,Gwinnett County,241994,NA,5629,166400,413865,16
Georgia,Habersham County,3562,NA,232,16637,20432,16
Georgia,Hall County,25033,NA,1321,64183,90523,16
Georgia,Hancock County,2976,NA,23,1154,4165,16
Georgia,Haralson County,1791,NA,125,12330,14272,16
Georgia,Harris County,5457,NA,215,14319,19991,16
Georgia,Hart County,3157,NA,106,9465,12727,16
Georgia,Heard County,824,NA,51,4519,5397,16
Georgia,Henry County,73443,NA,1296,48259,122742,16
Georgia,Houston County,32239,NA,1059,41540,74823,16
Georgia,Irwin County,1008,NA,26,3134,4168,16
Georgia,Jackson County,7642,NA,531,29502,37670,16
Georgia,Jasper County,1761,NA,61,5822,7644,16
Georgia,Jeff Davis County,1028,NA,48,4695,5771,16
Georgia,Jefferson County,4058,NA,44,3537,7642,16
Georgia,Jenkins County,1266,NA,28,2161,3455,16
Georgia,Johnson County,1222,NA,28,2850,4100,16
Georgia,Jones County,4882,NA,112,9940,14966,16
Georgia,Lamar County,2620,NA,94,6331,9039,16
Georgia,Lanier County,1019,NA,48,2509,3576,16
Georgia,Laurens County,8074,NA,164,14493,22729,16
Georgia,Lee County,4558,NA,149,12007,16714,16
Georgia,Liberty County,13104,NA,331,7959,21389,16
Georgia,Lincoln County,1432,NA,36,3173,4650,16
Georgia,Long County,2035,NA,95,3527,5656,16
Georgia,Lowndes County,20116,NA,547,25692,46355,16
Georgia,Lumpkin County,3126,NA,242,12163,15531,16
Georgia,Macon County,2858,NA,22,1783,4662,16
Georgia,Madison County,3411,NA,200,11326,14937,16
Georgia,Marion County,1312,NA,38,2275,3624,16
Georgia,McDuffie County,4168,NA,118,6169,10455,16
Georgia,McIntosh County,2612,NA,68,4016,6696,16
Georgia,Meriwether County,4287,NA,66,6524,10877,16
Georgia,Miller County,748,NA,20,2066,2835,16
Georgia,Mitchell County,3993,NA,34,4935,8963,16
Georgia,Monroe County,4385,NA,148,11057,15592,16
Georgia,Montgomery County,980,NA,27,2960,3966,16
Georgia,Morgan County,3353,NA,122,8231,11707,16
Georgia,Murray County,2301,NA,144,12944,15389,16
Georgia,Muscogee County,49446,NA,961,30107,80543,16
Georgia,Newton County,29789,NA,576,23869,54239,16
Georgia,Oconee County,8162,NA,411,16595,25168,16
Georgia,Oglethorpe County,2439,NA,102,5592,8131,16
Georgia,Paulding County,29695,NA,1160,54517,85385,16
Georgia,Peach County,5922,NA,125,6506,12545,16
Georgia,Pickens County,2824,NA,233,14110,17116,16
Georgia,Pierce County,1100,NA,49,7898,9048,16
Georgia,Pike County,1505,NA,88,9127,10720,16
Georgia,Polk County,3657,NA,152,13587,17399,16
Georgia,Pulaski County,1230,NA,36,2815,4059,16
Georgia,Putnam County,3448,NA,116,8291,11855,16
Georgia,Quitman County,497,NA,5,604,1106,16
Georgia,Rabun County,1984,NA,110,7474,9568,16
Georgia,Randolph County,1671,NA,12,1390,3074,16
Georgia,Richmond County,59119,NA,1110,26780,87016,16
Georgia,Rockdale County,31237,NA,430,13014,44686,16
Georgia,Schley County,462,NA,13,1800,2275,16
Georgia,Screven County,2661,NA,51,3915,6628,16
Georgia,Seminole County,1256,NA,19,2613,3884,16
Georgia,Spalding County,11828,NA,279,18104,30116,16
Georgia,Stephens County,2386,NA,132,9367,11885,16
Georgia,Stewart County,1182,NA,7,801,1990,16
Georgia,Sumter County,6314,NA,101,5733,12150,16
Georgia,Talbot County,2114,NA,16,1392,3522,16
Georgia,Taliaferro County,561,NA,7,360,928,16
Georgia,Tattnall County,2062,NA,69,6054,8183,16
Georgia,Taylor County,1388,NA,34,2420,3839,16
Georgia,Telfair County,1488,NA,21,2825,4333,16
Georgia,Terrell County,2376,NA,36,2004,4416,16
Georgia,Thomas County,8708,NA,195,12969,21853,16
Georgia,Tift County,5318,NA,177,10784,16283,16
Georgia,Toombs County,2938,NA,103,7873,10914,16
Georgia,Towns County,1550,NA,45,6384,7979,16
Georgia,Treutlen County,952,NA,24,2101,3077,16
Georgia,Troup County,11577,NA,328,18142,30059,16
Georgia,Turner County,1409,NA,33,2349,3792,16
Georgia,Twiggs County,2044,NA,30,2370,4444,16
Georgia,Union County,2800,NA,108,12650,15592,16
Georgia,Upson County,4203,NA,96,8606,12905,16
Georgia,Walker County,5770,NA,411,23173,29436,16
Georgia,Walton County,12683,NA,571,37839,50812,16
Georgia,Ware County,4169,NA,117,9903,14296,16
Georgia,Warren County,1468,NA,16,1166,2681,16
Georgia,Washington County,4743,NA,66,4668,9459,16
Georgia,Wayne County,2688,NA,104,9987,12778,16
Georgia,Webster County,640,NA,3,748,1390,16
Georgia,Wheeler County,689,NA,13,1583,2285,16
Georgia,White County,2411,NA,183,12222,14816,16
Georgia,Whitfield County,10680,NA,442,25644,36746,16
Georgia,Wilcox County,861,NA,16,2402,3281,16
Georgia,Wilkes County,2160,NA,47,2823,5029,16
Georgia,Wilkinson County,2074,NA,31,2665,4770,16
Georgia,Worth County,2395,NA,60,6830,9286,16
Hawaii,Hawaii County,58731,805,1027,26897,87814,4
Hawaii,Honolulu County,238869,2178,3437,136259,382114,4
Hawaii,Kauai County,21225,254,303,11582,33497,4
Hawaii,Maui County,47305,585,772,22126,71044,4
Idaho,Ada County,120539,NA,5310,130699,259389,4
Idaho,Adams County,591,NA,34,1941,2586,4
Idaho,Bannock County,14682,NA,947,23331,39553,4
Idaho,Bear Lake County,350,NA,25,2914,3315,4
Idaho,Benewah County,977,NA,58,3878,4973,4
Idaho,Bingham County,4124,NA,307,15295,20094,4
Idaho,Blaine County,8919,NA,168,4032,13306,4
Idaho,Boise County,1204,NA,67,3485,4820,4
Idaho,Bonner County,8310,NA,401,18369,27352,4
Idaho,Bonneville County,14254,NA,1288,37805,53995,4
Idaho,Boundary County,1220,NA,82,4937,6313,4
Idaho,Butte County,188,NA,11,1202,1415,4
Idaho,Camas County,149,NA,7,507,754,4
Idaho,Canyon County,25881,NA,1696,61759,90438,4
Idaho,Caribou County,431,NA,41,2906,3416,4
Idaho,Cassia County,1464,NA,121,7907,9629,4
Idaho,Clark County,41,NA,4,264,311,4
Idaho,Clearwater County,877,NA,47,3453,4419,4
Idaho,Custer County,603,NA,17,2089,2739,4
Idaho,Elmore County,2601,NA,225,7246,10205,4
Idaho,Franklin County,657,NA,87,5845,6664,4
Idaho,Fremont County,998,NA,88,5548,6719,4
Idaho,Gem County,1803,NA,121,7951,9958,4
Idaho,Gooding County,1256,NA,67,4659,6050,4
Idaho,Idaho County,1561,NA,118,7826,9602,4
Idaho,Jefferson County,1661,NA,252,12099,14173,4
Idaho,Jerome County,1893,NA,100,5734,7812,4
Idaho,Kootenai County,24312,NA,1594,62837,89878,4
Idaho,Latah County,10236,NA,608,9472,20593,4
Idaho,Lemhi County,1032,NA,78,3592,4738,4
Idaho,Lewis County,349,NA,16,1489,1870,4
Idaho,Lincoln County,414,NA,21,1469,1940,4
Idaho,Madison County,2666,NA,644,13559,17112,4
Idaho,Minidoka County,1550,NA,87,6265,7993,4
Idaho,Nez Perce County,6686,NA,296,13738,20967,4
Idaho,Oneida County,249,NA,27,2148,2451,4
Idaho,Owyhee County,816,NA,57,3819,4742,4
Idaho,Payette County,2161,NA,166,8862,11293,4
Idaho,Power County,865,NA,41,2116,3086,4
Idaho,Shoshone County,1693,NA,71,4216,6049,4
Idaho,Teton County,3318,NA,109,2858,6347,4
Idaho,Twin Falls County,9391,NA,770,25897,36680,4
Idaho,Valley County,2976,NA,73,3947,7063,4
Idaho,Washington County,1073,NA,57,4154,5351,4
Illinois,Adams County,8633,102,483,24220,32202,21
Illinois,Alexander County,1114,5,7,1486,3010,21
Illinois,Bond County,2288,41,158,5625,1160,21
Illinois,Boone County,10542,146,360,13883,22910,21
Illinois,Brown County,486,10,47,1931,2604,21
Illinois,Bureau County,6669,95,209,10411,18093,21
Illinois,Calhoun County,677,8,36,2046,2827,21
Illinois,Carroll County,2748,39,111,5105,1062,21
Illinois,Cass County,1615,17,50,3625,5603,21
Illinois,Champaign County,57067,671,1507,35285,101437,21
Illinois,Christian County,4335,65,210,11563,16962,21
Illinois,Clark County,1993,27,95,6226,8656,21
Illinois,Clay County,1129,26,88,5629,6971,21
Illinois,Clinton County,4493,77,258,14304,17465,21
Illinois,Coles County,8067,132,306,14037,21851,21
Illinois,Cook County,1725973,12279,17657,558269,2417649,21
Illinois,Cook Suburbs,781238,5843,9578,377035,1221698,21
Illinois,Crawford County,2202,43,119,7043,9574,21
Illinois,Cumberland County,1142,21,63,4601,6100,21
Illinois,De Witt County,2191,47,139,5632,7552,21
Illinois,DeKalb County,24643,331,783,21905,43345,21
Illinois,Douglas County,2335,43,119,6227,8970,21
Illinois,DuPage County,281222,2490,6249,193611,474506,21
Illinois,Edgar County,1887,28,75,6193,8656,21
Illinois,Edwards County,488,9,31,2833,3670,21
Illinois,Effingham County,3716,59,232,15006,17654,21
Illinois,Fayette County,1826,36,113,8055,10033,21
Illinois,Ford County,1754,39,100,5048,6997,21
Illinois,Franklin County,4760,82,141,13622,20497,21
Illinois,Fulton County,6503,92,179,9867,17278,21
Illinois,Gallatin County,622,10,18,2019,2980,21
Illinois,Greene County,1349,21,70,4770,6137,21
Illinois,Grundy County,9626,125,356,16523,26400,21
Illinois,Hamilton County,824,11,41,3432,4588,21
Illinois,Hancock County,2315,35,114,6906,9121,21
Illinois,Hardin County,449,7,14,1691,2514,21
Illinois,Henderson County,1187,11,49,2394,3885,21
Illinois,Henry County,9797,109,369,15300,24559,21
Illinois,Iroquois County,2908,64,147,10877,14348,21
Illinois,Jackson County,11181,194,311,10890,27180,21
Illinois,Jasper County,1007,17,53,4494,5643,21
Illinois,Jefferson County,4608,77,214,12476,18631,21
Illinois,Jersey County,2961,45,202,8712,12076,21
Illinois,Jo Daviess County,5109,61,125,7166,11314,21
Illinois,Johnson County,1281,37,53,5059,6442,21
Illinois,Kane County,130166,1201,2878,96775,220744,21
Illinois,Kankakee County,20271,191,804,28532,47156,21
Illinois,Kendall County,33168,334,810,29492,59861,21
Illinois,Knox County,10703,115,258,12009,25236,21
Illinois,LaSalle County,22442,255,675,30113,54372,21
Illinois,Lake County,204032,1441,4160,123594,334925,21
Illinois,Lawrence County,1419,19,82,4886,6688,21
Illinois,Lee County,6407,97,229,9630,16895,21
Illinois,Livingston County,4615,73,244,12208,5933,21
Illinois,Logan County,3840,66,211,9136,13117,21
Illinois,Macon County,19847,211,597,28589,45131,21
Illinois,Macoupin County,7365,110,350,16153,24534,21
Illinois,Madison County,57836,710,2169,76031,129785,21
Illinois,Marion County,4524,74,163,12678,18728,21
Illinois,Marshall County,2005,27,94,4197,6557,21
Illinois,Mason County,1985,31,78,4654,2476,21
Illinois,Massac County,1725,14,65,4997,6803,21
Illinois,McDonough County,4992,54,173,7027,13084,21
Illinois,McHenry County,78154,781,2176,82260,159365,21
Illinois,McLean County,43933,502,1624,40502,89415,21
Illinois,Menard County,2022,33,95,4764,6516,21
Illinois,Mercer County,3280,48,134,5418,9326,21
Illinois,Monroe County,6569,83,309,14142,19258,21
Illinois,Montgomery County,3905,53,204,9544,14217,21
Illinois,Morgan County,5076,55,198,9950,16167,21
Illinois,Moultrie County,1662,24,87,4964,6879,21
Illinois,Ogle County,9428,143,389,16248,26350,21
Illinois,Peoria County,43578,507,1309,38252,82264,21
Illinois,Perry County,2612,52,69,7313,10817,21
Illinois,Piatt County,3329,35,168,6248,9044,21
Illinois,Pike County,1484,15,110,6332,7690,21
Illinois,Pope County,433,4,16,1722,2386,21
Illinois,Pulaski County,891,7,23,1699,3260,21
Illinois,Putnam County,1338,17,33,1993,3345,21
Illinois,Randolph County,3592,69,132,11076,15565,21
Illinois,Richland County,1830,27,100,6089,7710,21
Illinois,Rock Island County,36691,310,959,28603,64602,21
Illinois,Saline County,2789,35,124,8103,12471,21
Illinois,Sangamon County,48917,620,1449,53485,108902,21
Illinois,Schuyler County,1068,12,48,2773,3908,21
Illinois,Scott County,572,11,31,2114,2867,21
Illinois,Shelby County,2504,45,109,9426,11901,21
Illinois,St. Clair County,68325,666,1615,57150,121541,21
Illinois,Stark County,815,17,42,2004,2999,21
Illinois,Stephenson County,9055,94,328,12521,21446,21
Illinois,Tazewell County,24819,342,1175,42513,64441,21
Illinois,Union County,2579,32,89,6161,8896,21
Illinois,Vermilion County,10323,127,350,20725,33748,21
Illinois,Wabash County,1253,14,78,4237,5992,21
Illinois,Warren County,3090,34,99,4676,7792,21
Illinois,Washington County,1641,42,92,6115,8163,21
Illinois,Wayne County,1187,23,90,7176,9125,21
Illinois,White County,1517,23,82,5791,8055,21
Illinois,Whiteside County,12253,154,382,14527,27910,21
Illinois,Will County,183915,1614,3672,155116,328279,21
Illinois,Williamson County,10206,169,420,22801,31875,21
Illinois,Winnebago County,64056,645,1719,60861,119319,21
Illinois,Woodford County,6160,103,314,14799,19789,21
Indiana,Adams County,3236,NA,287,10686,14209,11
Indiana,Allen County,73189,NA,3728,92083,169082,11
Indiana,Bartholomew County,12934,NA,872,22410,36235,11
Indiana,Benton County,1009,NA,92,3007,4114,11
Indiana,Blackford County,1376,NA,131,3841,5350,11
Indiana,Boone County,15244,NA,905,22351,38520,11
Indiana,Brown County,3036,NA,168,5777,8981,11
Indiana,Carroll County,2224,NA,185,7086,9510,11
Indiana,Cass County,4304,NA,333,10552,15198,11
Indiana,Clark County,23093,NA,1108,33668,57869,11
Indiana,Clay County,2552,NA,208,9499,12267,11
Indiana,Clinton County,3361,NA,246,9334,12949,11
Indiana,Crawford County,1355,NA,106,3483,4944,11
Indiana,Daviess County,2169,NA,204,9576,11954,11
Indiana,DeKalb County,4966,NA,425,14237,19628,11
Indiana,Dearborn County,5446,NA,387,19528,25383,11
Indiana,Decatur County,2439,NA,273,9575,12235,11
Indiana,Delaware County,20474,NA,890,26827,48191,11
Indiana,Dubois County,6292,NA,432,15033,21770,11
Indiana,Elkhart County,26108,NA,1241,46972,74425,11
Indiana,Fayette County,2237,NA,144,7755,10136,11
Indiana,Floyd County,17511,NA,850,23400,41802,11
Indiana,Fountain County,1629,NA,200,6154,7986,11
Indiana,Franklin County,2137,NA,169,9691,12000,11
Indiana,Fulton County,2280,NA,170,6694,9147,11
Indiana,Gibson County,4023,NA,321,11817,16161,11
Indiana,Grant County,8015,NA,584,18543,27159,11
Indiana,Greene County,3389,NA,290,11103,14784,11
Indiana,Hamilton County,88390,NA,3894,101587,193999,11
Indiana,Hancock County,12895,NA,1016,28996,42911,11
Indiana,Harrison County,5343,NA,323,14565,20236,11
Indiana,Hendricks County,32604,NA,2052,53802,88505,11
Indiana,Henry County,5544,NA,434,15043,21160,11
Indiana,Howard County,13303,NA,858,26449,40630,11
Indiana,Huntington County,4255,NA,408,13147,17829,11
Indiana,Jackson County,4302,NA,381,14555,19238,11
Indiana,Jasper County,3798,NA,288,11383,15475,11
Indiana,Jay County,1926,NA,169,6361,8461,11
Indiana,Jefferson County,4731,NA,296,9663,14697,11
Indiana,Jennings County,2523,NA,238,9490,12251,11
Indiana,Johnson County,24736,NA,1618,51219,77618,11
Indiana,Knox County,4067,NA,282,11655,16011,11
Indiana,Kosciusko County,8364,NA,903,26499,35787,11
Indiana,LaGrange County,2355,NA,168,8110,10633,11
Indiana,LaPorte County,22427,NA,968,25997,49392,11
Indiana,Lake County,124870,NA,3212,91760,219956,11
Indiana,Lawrence County,4961,NA,463,15601,21025,11
Indiana,Madison County,19524,NA,1026,31215,51806,11
Indiana,Marion County,247772,NA,7228,134175,390854,11
Indiana,Marshall County,5712,NA,362,13844,19927,11
Indiana,Martin County,1011,NA,104,4029,5144,11
Indiana,Miami County,3235,NA,306,10925,14473,11
Indiana,Monroe County,39861,NA,1105,22071,63151,11
Indiana,Montgomery County,4213,NA,326,12659,17198,11
Indiana,Morgan County,7781,NA,862,27512,36159,11
Indiana,Newton County,1509,NA,140,4942,6591,11
